,Population,S,E,I,R,S_ratio,E_ratio,I_ratio,R_ratio,Day,Total
Tahiti,191779.0,191203.0,173.0,278.0,125.0,0.9969965428957289,0.0009020799983314127,0.001449585199630825,0.0006517919063088242,16.0,191779.0
Tahiti,191779.0,191161.0,177.0,296.0,145.0,0.9967775408152092,0.0009229373393332951,0.0015434432341392957,0.0007560786113182361,17.0,191779.0
Tahiti,191779.0,191125.0,178.0,314.0,162.0,0.9965898247461922,0.0009281516745837657,0.0016373012686477664,0.0008447223105762362,18.0,191779.0
Tahiti,191779.0,191081.0,183.0,332.0,183.0,0.9963603939951715,0.0009542233508361186,0.0017311593031562372,0.0009542233508361186,19.0,191779.0
Tahiti,191779.0,191032.0,200.0,343.0,204.0,0.9961048915678985,0.0010428670500941188,0.0017885169909114137,0.0010637243910960011,20.0,191779.0
Tahiti,191779.0,190981.0,221.0,347.0,230.0,0.9958389604701244,0.0011523680903540012,0.001809374331913296,0.0011992971076082366,21.0,191779.0
Tahiti,191779.0,190926.0,232.0,374.0,247.0,0.9955521720313486,0.0012097257781091778,0.0019501613836760022,0.0012879408068662366,22.0,191779.0
Tahiti,191779.0,190871.0,244.0,382.0,282.0,0.9952653835925727,0.0012722978011148248,0.001991876065679767,0.0014704425406327074,23.0,191779.0
Tahiti,191779.0,190812.0,256.0,408.0,303.0,0.994957737812795,0.001334869824120472,0.0021274487821920022,0.00157994358089259,24.0,191779.0
Tahiti,191779.0,190757.0,248.0,447.0,327.0,0.994670949374019,0.0012931551421167073,0.0023308078569603554,0.0017050876269038842,25.0,191779.0
Tahiti,191779.0,190696.0,261.0,458.0,364.0,0.9943528749237404,0.001360941500372825,0.002388165544715532,0.001898018031171296,26.0,191779.0
Tahiti,191779.0,190629.0,280.0,473.0,397.0,0.9940035144619588,0.0014600138701317664,0.002466380573472591,0.0020700910944368256,27.0,191779.0
Tahiti,191779.0,190567.0,290.0,496.0,426.0,0.9936802256764297,0.0015121572226364723,0.0025863102842334147,0.002221306816700473,28.0,191779.0
