,Population,S,E,I,R,S_ratio,E_ratio,I_ratio,R_ratio,Day,Total
Bora Bora,10758.0,1202.0,54.0,279.0,9223.0,0.11173080498233873,0.0050195203569436695,0.025934188510875627,0.857315486149842,181.0,10758.0
Bora Bora,10758.0,1184.0,51.0,263.0,9260.0,0.11005763153002417,0.004740658114891244,0.024446923219929355,0.8607547871351552,182.0,10758.0
Bora Bora,10758.0,1182.0,51.0,269.0,9256.0,0.10987172336865589,0.004740658114891244,0.025004647704034207,0.8603829708124187,183.0,10758.0
Bora Bora,10758.0,1187.0,41.0,270.0,9260.0,0.11033649377207659,0.003811117308049823,0.02509760178471835,0.8607547871351552,184.0,10758.0
Bora Bora,10758.0,1226.0,44.0,251.0,9237.0,0.11396170291875814,0.00408997955010225,0.02333147425171965,0.85861684327942,185.0,10758.0
Bora Bora,10758.0,1272.0,43.0,251.0,9192.0,0.11823759063022866,0.003997025469418107,0.02333147425171965,0.8544339096486335,186.0,10758.0
Bora Bora,10758.0,1269.0,35.0,239.0,9215.0,0.11795872838817624,0.003253392823944971,0.022216025283509945,0.8565718535043688,187.0,10758.0
Bora Bora,10758.0,1248.0,45.0,237.0,9228.0,0.11600669269380925,0.004182933630786392,0.022030117122141663,0.8577802565532627,188.0,10758.0
Bora Bora,10758.0,1255.0,44.0,238.0,9221.0,0.11665737125859825,0.00408997955010225,0.022123071202825802,0.8571295779884737,189.0,10758.0
Bora Bora,10758.0,1264.0,40.0,225.0,9229.0,0.11749395798475554,0.0037181632273656814,0.02091466815393196,0.8578732106339468,190.0,10758.0
Bora Bora,10758.0,1238.0,49.0,207.0,9264.0,0.11507715188696784,0.00455474995352296,0.0192414947016174,0.8611266034578918,191.0,10758.0
Bora Bora,10758.0,1253.0,45.0,195.0,9265.0,0.11647146309722997,0.004182933630786392,0.018126045733407696,0.8612195575385759,192.0,10758.0
Bora Bora,10758.0,1241.0,41.0,201.0,9275.0,0.11535601412902026,0.003811117308049823,0.01868377021751255,0.8621490983454173,193.0,10758.0
Bora Bora,10758.0,1262.0,39.0,200.0,9257.0,0.11730804982338724,0.003625209146681539,0.018590816136828406,0.8604759248931028,194.0,10758.0
Bora Bora,10758.0,1243.0,41.0,186.0,9288.0,0.11554192229038855,0.003811117308049823,0.01728945900725042,0.8633575013943112,195.0,10758.0
Bora Bora,10758.0,1257.0,36.0,168.0,9297.0,0.11684327941996654,0.0033463469046291134,0.015616285554935862,0.8641940881204685,196.0,10758.0
Bora Bora,10758.0,1243.0,35.0,150.0,9330.0,0.11554192229038855,0.003253392823944971,0.013943112102621304,0.8672615727830452,197.0,10758.0
